filename,foldername,path,fullpath,tocheader,tocfolder,tocname,tocpath,title,description,services,documentationcenter,author,manager,editor,ms.assetid,ms.service,ms.workload,ms.tgt_pltfrm,ms.devlang,ms.topic,Type,ms.date,ms.author,ms.component
log-faq.md,platform,platform,platform\log-faq.md,Concepts,Concepts\FAQ,Concepts,Concepts\FAQ\Log Analytics,Log Analytics FAQ | Microsoft Docs,Answers to frequently asked questions about the Azure Log Analytics service.,log-analytics,'',mgoedtel,carmonm,'',ad536ff7-2c60-4850-a46d-230bc9e1ab45,log-analytics,na,na,,conceptual,conceptual,11/13/2018,magoedte,
insights-overview.md,insights,insights,insights\insights-overview.md,Concepts,Concepts,Concepts,Concepts\Insights,Overview of Insights in Azure Monitor | Microsoft Docs,Insights provide a customized monitoring experience in Azure Monitor for particular applications and services. This article provides a brief description of each of the insights that are currently available.,azure-monitor,'',bwren,carmonm,'',,azure-monitor,na,na,,conceptual,conceptual,5/22/2019,bwren,
solutions-inventory.md,insights,insights,insights\solutions-inventory.md,Concepts,Concepts,Concepts,Concepts\Monitoring solutions,Inventory of monitoring solutions in Azure | Microsoft Docs,"Monitoring solutions in Azure Monitor are a collection of logic, visualization, and data acquisition rules that provide metrics pivoted around a particular problem area.  This article provides a list of monitoring solutions available from Microsoft and details about their method and frequency of data collection.",log-analytics,'',MGoedtel,carmonm,'',f029dd6d-58ae-42c5-ad27-e6cc92352b3b,log-analytics,na,na,,article,article,6/26/2018,bwren,
oms-portal-transition.md,platform,platform,platform\oms-portal-transition.md,Concepts,Concepts,Concepts,Concepts\OMS portal deprecation,OMS portal moving to Azure | Microsoft Docs,The OMS portal is being sunsetted with all functionality moving to the Azure portal. This article provides details on this transition.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,6/11/2019,bwren,
partners.md,platform,platform,platform\partners.md,Concepts,Concepts,Concepts,Concepts\Partner integrations,Partners who integrate with Azure Monitor,Learn about Azure Monitor's partners and how you can access documentation for integrating with them.,azure-monitor,,rboucher,,,,azure-monitor,,,,conceptual,conceptual,3/14/2019,robb,
alerts-action-rules.md,platform,platform,platform\alerts-action-rules.md,Concepts,Concepts\Respond to incidents,Concepts,Concepts\Respond to incidents\Action rules,Action rules for Azure Monitor alerts,"Understanding what action rules are, and how to configure and manage them.",azure-monitor,,anantr,,,,azure-monitor,,,,conceptual,conceptual,4/25/2019,anantr,alerts
activity-log-alerts.md,platform,platform,platform\activity-log-alerts.md,Concepts,Concepts\Respond to incidents,Concepts,Concepts\Respond to incidents\Activity log alerts,Activity log alerts in Azure Monitor,"Be notified via SMS, webhook, SMS, email and more, when certain events occur in the activity log.",azure-monitor,,msvijayn,,,,azure-monitor,,,,conceptual,conceptual,9/17/2018,vinagara,
alerts-overview.md,platform,platform,platform\alerts-overview.md,Concepts,Concepts\Respond to incidents,Concepts,Concepts\Respond to incidents\Alerts,Overview of alerting and notification monitoring in Azure,"Overview of alerting in Azure. Alerts, classic alerts, the alerts interface.",monitoring,,rboucher,,,,azure-monitor,,,,conceptual,conceptual,1/28/2018,robb,
autoscale-overview.md,platform,platform,platform\autoscale-overview.md,Concepts,Concepts\Respond to incidents,Concepts,Concepts\Respond to incidents\Autoscale,"""Overview of autoscale in Virtual Machines, Cloud Services, and Web Apps""","""Autoscale in Microsoft Azure. Applies to Virtual Machines, Virtual machine Scale sets, Cloud Services and Web Apps.""",azure-monitor,,rboucher,,,,azure-monitor,,,,conceptual,conceptual,9/24/2018,robb,
change-analysis.md,app,app,app\change-analysis.md,Concepts,Concepts\Respond to incidents,Concepts,Concepts\Respond to incidents\Change analysis,Use Application Change Analysis in Azure Monitor to find web-app issues | Microsoft Docs,Use Application Change Analysis in Azure Monitor to troubleshoot application issues on live sites on Azure App Service.,application-insights,,cawams,carmonm,,ea2a28ed-4cd9-4006-bd5a-d4c76f4ec20b,application-insights,,ibiza,,conceptual,conceptual,5/7/2019,cawa,
alerts-classic.overview.md,platform,platform,platform\alerts-classic.overview.md,Concepts,Concepts\Respond to incidents,Concepts,Concepts\Respond to incidents\Classic alerts,Overview of classic alerts in Microsoft Azure and Azure Monitor,"Classic alerts are being deprecated. Alerts enable you to monitor Azure resource metrics, events, or logs and be notified when a condition you specify is met.",azure-monitor,,rboucher,,,,azure-monitor,,,,conceptual,conceptual,5/19/2018,robb,
alerts-common-schema.md,platform,platform,platform\alerts-common-schema.md,Concepts,Concepts\Respond to incidents,Concepts,Concepts\Respond to incidents\Common alert schema,Common alert schema for Azure monitor alerts,"Understanding the common alert schema, why you should use it and how to enable it",azure-monitor,,anantr,,,,azure-monitor,,,,conceptual,conceptual,3/14/2019,anantr,alerts
alerts-unified-log.md,platform,platform,platform\alerts-unified-log.md,Concepts,Concepts\Respond to incidents,Concepts,Concepts\Respond to incidents\Log alerts,Log alerts in Azure Monitor,"Trigger emails, notifications, call websites URLs (webhooks), or automation when the analytic query conditions you specify are met for Azure Alerts.",monitoring,,msvijayn,,,,azure-monitor,,,,conceptual,conceptual,5/31/2019,vinagara,
alerts-metric-overview.md,platform,platform,platform\alerts-metric-overview.md,Concepts,Concepts\Respond to incidents,Concepts,Concepts\Respond to incidents\Metric alerts,Understand how metric alerts work in Azure Monitor.,Get an overview of what you can do with metric alerts and how they work in Azure Monitor.,,,snehithm,,,,azure-monitor,,,,conceptual,conceptual,9/18/2018,snmuvva,
alerts-smartgroups-overview.md,platform,platform,platform\alerts-smartgroups-overview.md,Concepts,Concepts\Respond to incidents,Concepts,Concepts\Respond to incidents\Smart groups,Smart groups,Smart Groups are aggregations of alerts that help you reduce alert noise,azure-monitor,,anantr,,,,azure-monitor,,,,conceptual,conceptual,5/15/2018,anantr,
visualizations.md,azure-monitor,,visualizations.md,Concepts,Concepts,Concepts,Concepts\Visualize data,Visualizing data from Azure Monitor | Microsoft Docs,Provides a summary of the available methods to visualize metric and log data stored in Azure Monitor.,azure-monitor,azure-monitor,bwren,carmonm,'',,azure-monitor,na,na,,article,article,11/24/2018,bwren,
computer-groups.md,platform,platform,platform\computer-groups.md,How-to guides,How-to guides\Analyze data\Logs,How-to guides,How-to guides\Analyze data\Logs\Computer groups,Computer groups in Azure Monitor log queries | Microsoft Docs,Computer groups in Azure Monitor allow you to scope log queries to a particular set of computers.  This article describes the different methods you can use to create computer groups and how to use them in a log query.,log-analytics,'',bwren,carmonm,'',a28b9e8a-6761-4ead-aa61-c8451ca90125,log-analytics,na,na,,conceptual,conceptual,2/5/2019,bwren,
app-expression.md,log-query,log-query,log-query\app-expression.md,How-to guides,How-to guides\Analyze data\Logs\Cross resource,How-to guides,How-to guides\Analyze data\Logs\Cross resource\app expression,app() expression in Azure Monitor log queries | Microsoft Docs,"The app expression is used in an Azure Monitor log query to retrieve data from a specific Application Insights app in the same resource group, another resource group, or another subscription.",log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,article,article,1/25/2019,bwren,
cross-workspace-query.md,log-query,log-query,log-query\cross-workspace-query.md,How-to guides,How-to guides\Analyze data\Logs\Cross resource,How-to guides,How-to guides\Analyze data\Logs\Cross resource\Cross-resource queries,Query across resources with Azure Monitor  | Microsoft Docs,This article describes how you can query against resources from multiple workspaces and App Insights app in your subscription.,log-analytics,'',mgoedtel,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,6/5/2019,magoedte,
unify-app-resource-data.md,log-query,log-query,log-query\unify-app-resource-data.md,How-to guides,How-to guides\Analyze data\Logs\Cross resource,How-to guides,How-to guides\Analyze data\Logs\Cross resource\Unify application data resources,Unify multiple Azure Monitor Application Insights resources  | Microsoft Docs,This article provides details on how to use a function in Azure Monitor Logs to query multiple Application Insights resources and visualize that data.,azure-monitor,'',mgoedtel,carmonm,'',,azure-monitor,na,na,,conceptual,conceptual,2/19/2019,magoedte,
workspace-expression.md,log-query,log-query,log-query\workspace-expression.md,How-to guides,How-to guides\Analyze data\Logs\Cross resource,How-to guides,How-to guides\Analyze data\Logs\Cross resource\workspace expression,workspace() expression in Azure Monitor log query | Microsoft Docs,"The workspace expression is used in an Azure Monitor log query to retrieve data from a specific workspace in the same resource group, another resource group, or another subscription.",log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,article,article,9/10/2018,bwren,
examples.md,log-query,log-query,log-query\examples.md,How-to guides,How-to guides\Analyze data\Logs\Examples and guidance,How-to guides,How-to guides\Analyze data\Logs\Examples and guidance\Log query examples,Azure Monitor log query examples | Microsoft Docs,Examples of log queries in Azure Monitor using the Kusto query language.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,article,article,10/3/2018,bwren,
parse-text.md,log-query,log-query,log-query\parse-text.md,How-to guides,How-to guides\Analyze data\Logs\Examples and guidance,How-to guides,How-to guides\Analyze data\Logs\Examples and guidance\Parse text data,Parse text data in Azure Monitor logs | Microsoft Docs,"Describes different options for parsing log data in Azure Monitor records when the data is ingested and when it's retrieved in a query, comparing the relative advantages for each.",,'',bwren,carmonm,tysonn,,log-analytics,infrastructure-services,na,,conceptual,conceptual,12/4/2018,bwren,
smart-analytics.md,log-query,log-query,log-query\smart-analytics.md,How-to guides,How-to guides\Analyze data\Logs\Examples and guidance,How-to guides,How-to guides\Analyze data\Logs\Examples and guidance\Smart analytics examples,Log Analytics smart analytics examples | Microsoft Docs,Examples that use smart analytics functions in Log Analytics to perform analysis of user activity.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,article,article,1/15/2019,bwren,
log-query-performance.md,log-query,log-query,log-query\log-query-performance.md,How-to guides,How-to guides\Analyze data\Logs\Examples and guidance,How-to guides,How-to guides\Analyze data\Logs\Examples and guidance\Write efficient queries,Writing efficient log queries in Azure Monitor | Microsoft Docs,References to resources for learning how to write queries in Log Analytics.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,1/17/2019,bwren,
flow-tutorial.md,platform,platform,platform\flow-tutorial.md,How-to guides,How-to guides\Analyze data\Logs,How-to guides,How-to guides\Analyze data\Logs\Flow connector,Automate Azure Monitor log processes with Microsoft Flow,Learn how you can use Microsoft Flow to quickly automate repeatable processes by using the Azure Log Analytics connector.,log-analytics,'',mgoedtel,carmonm,,,log-analytics,infrastructure-services,na,,conceptual,conceptual,9/29/2017,bwren,
logs-structure.md,log-query,log-query,log-query\logs-structure.md,How-to guides,How-to guides\Analyze data\Logs\Log data,How-to guides,How-to guides\Analyze data\Logs\Log data\Log data structure,Structure of Azure Monitor Logs | Microsoft Docs,You require a log query to retrieve log data from Azure Monitor.  This article describes how new log queries are used in Azure Monitor and provides concepts that you need to understand before creating one.,log-analytics,,bwren,,,,log-analytics,,,,conceptual,conceptual,6/16/2019,bwren,
scope.md,log-query,log-query,log-query\scope.md,How-to guides,How-to guides\Analyze data\Logs\Log data,How-to guides,How-to guides\Analyze data\Logs\Log data\Query scope,Log query scope in Azure Monitor Log Analytics | Microsoft Docs,Describes the scope and time range for a log query in Azure Monitor Log Analytics.,log-analytics,,bwren,carmonm,,,log-analytics,,,,conceptual,conceptual,6/19/2019,bwren,
log-standard-properties.md,platform,platform,platform\log-standard-properties.md,How-to guides,How-to guides\Analyze data\Logs\Log data,How-to guides,How-to guides\Analyze data\Logs\Log data\Standard properties,Standard properties in Azure Monitor log records | Microsoft Docs,Describes properties that are common to multiple data types in Azure Monitor logs.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,article,article,3/20/2019,bwren,
log-query-overview.md,log-query,log-query,log-query\log-query-overview.md,How-to guides,How-to guides\Analyze data\Logs,How-to guides,How-to guides\Analyze data\Logs\Log query overview,Overview of log queries in Azure Monitor | Microsoft Docs,Answers common questions related to log queries and gets you started in using them.,log-analytics,,bwren,,,,log-analytics,,,,conceptual,conceptual,6/19/2019,bwren,
splunk-cheatsheet.md,log-query,log-query,log-query\splunk-cheatsheet.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Cheatsheets,How-to guides,How-to guides\Analyze data\Logs\Query language\Cheatsheets\Splunk,Splunk to Azure Monitor log query | Microsoft Docs,Help for users who are familiar with Splunk in learning Azure Monitor log queries.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/21/2018,bwren,
sql-cheatsheet.md,log-query,log-query,log-query\sql-cheatsheet.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Cheatsheets,How-to guides,How-to guides\Analyze data\Logs\Query language\Cheatsheets\SQL,SQL to Azure Monitor log query cheat sheet | Microsoft Docs,Help for users familiar with SQL in writing log queries in Azure Monitor.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/21/2018,bwren,
useful-operators.md,log-query,log-query,log-query\useful-operators.md,How-to guides,How-to guides\Analyze data\Logs\Query language,How-to guides,How-to guides\Analyze data\Logs\Query language\Functions,Useful operators in Azure Monitor log queries | Microsoft Docs,Common functions to use for different scenarios in Azure Monitor log queries.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/21/2018,bwren,
data-explorer-difference.md,log-query,log-query,log-query\data-explorer-difference.md,How-to guides,How-to guides\Analyze data\Logs\Query language,How-to guides,How-to guides\Analyze data\Logs\Query language\Language differences,Azure Monitor log query language differences | Microsoft Docs,Reference information for Kusto query language used by Azure Monitor. Includes additional elements specific to Azure Monitor and elements not supported in Azure Monitor log queries.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,article,article,10/31/2018,bwren,
advanced-aggregations.md,log-query,log-query,log-query\advanced-aggregations.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons\Advanced aggregations,Advanced aggregations in Azure Monitor log queries| Microsoft Docs,Describes some of the more advanced aggregation options available to Azure Monitor log queries.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/16/2018,bwren,
advanced-query-writing.md,log-query,log-query,log-query\advanced-query-writing.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons\Advanced query writing,Advanced queries in Azure Monitor | Microsoft Docs,This article provides a tutorial for using the Analytics portal to write queries in Azure Monitor.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,11/15/2018,bwren,
aggregations.md,log-query,log-query,log-query\aggregations.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons\Aggregation functions,Aggregations in Azure Monitor log queries| Microsoft Docs,Describes aggregation functions in Azure Monitor log queries that offer useful ways to analyze your data.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/16/2018,bwren,
charts.md,log-query,log-query,log-query\charts.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons\Charts and diagrams,Creating charts and diagrams from Azure Monitor log queries | Microsoft Docs,Describes various visualizations in Azure Monitor to display your log data in different ways.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/16/2018,bwren,
datetime-operations.md,log-query,log-query,log-query\datetime-operations.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons\Date and time operations,Working with date time values in Azure Monitor log queries| Microsoft Docs,Describes how to work with date and time data in Azure Monitor log queries.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/16/2018,bwren,
joins.md,log-query,log-query,log-query\joins.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons\Joins,Joins in Azure Monitor log queries | Microsoft Docs,This article includes a lesson on using joins in Azure Monitor log queries.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/16/2018,bwren,
json-data-structures.md,log-query,log-query,log-query\json-data-structures.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons\JSON and data structures,Working with strings in Azure Monitor log queries | Microsoft Docs,This article provides a tutorial for using Azure Monitor Log Analytics in the Azure portal to query and analyze log data in Azure Monitor.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/16/2018,bwren,
search-queries.md,log-query,log-query,log-query\search-queries.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons\Search queries,Search queries in Azure Monitor logs | Microsoft Docs,This article provides a tutorial for getting started using search in Azure Monitor log queries.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/6/2018,bwren,
string-operations.md,log-query,log-query,log-query\string-operations.md,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons,How-to guides,How-to guides\Analyze data\Logs\Query language\Lessons\String operations,Work with strings in Azure Monitor log queries | Microsoft Docs,"Describes how to edit, compare, search in and perform a variety of other operations on strings in Azure Monitor log queries.",log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,8/16/2018,bwren,
query-language.md,log-query,log-query,log-query\query-language.md,How-to guides,How-to guides\Analyze data\Logs\Query language,How-to guides,How-to guides\Analyze data\Logs\Query language\Query language Documentation,Azure Monitor log queries | Microsoft Docs,References to resources for learning how to write log queries in Azure Monitor.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,1/11/2019,bwren,
log-search-transition.md,log-query,log-query,log-query\log-search-transition.md,How-to guides,How-to guides\Analyze data\Logs\Query language,How-to guides,How-to guides\Analyze data\Logs\Query language\Transition from log search,Viewing and analyzing data in Azure Log Analytics | Microsoft Docs,Assistance for users of Log Analytics log search to Azure Monitor log query experience.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,1/16/2019,bwren,
functions.md,log-query,log-query,log-query\functions.md,How-to guides,How-to guides\Analyze data\Logs\Query language,How-to guides,How-to guides\Analyze data\Logs\Query language\Useful operators,Functions in Azure Monitor log queries | Microsoft Docs,This article describes how to use functions to call a query from another log query in Azure Monitor.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,11/15/2018,bwren,
metrics-charts.md,platform,platform,platform\metrics-charts.md,How-to guides,How-to guides\Analyze data\Metrics,How-to guides,How-to guides\Analyze data\Metrics\Advanced features of Metrics Explorer,Advanced features of Azure Metrics Explorer,Learn about advanced features of Azure Monitor Metrics Explorer,azure-monitor,,vgorbenko,,,,azure-monitor,,,,conceptual,conceptual,1/22/2019,vitalyg,
metric-chart-samples.md,platform,platform,platform\metric-chart-samples.md,How-to guides,How-to guides\Analyze data\Metrics,How-to guides,How-to guides\Analyze data\Metrics\Examples of metric charts,Azure Monitor metric chart samples,Learn about visualizing your Azure Monitor data.,azure-monitor,,vgorbenko,,,,azure-monitor,,,,conceptual,conceptual,1/29/2019,vitalyg,
metrics-getting-started.md,platform,platform,platform\metrics-getting-started.md,How-to guides,How-to guides\Analyze data\Metrics,How-to guides,How-to guides\Analyze data\Metrics\Getting started with Metrics Explorer,Getting started with Azure metrics explorer,Learn how to create your first metric chart with Azure metrics explorer.,azure-monitor,,vgorbenko,,,,azure-monitor,,,,conceptual,conceptual,2/25/2019,vitalyg,
metrics-troubleshoot.md,platform,platform,platform\metrics-troubleshoot.md,How-to guides,How-to guides\Analyze data\Metrics,How-to guides,How-to guides\Analyze data\Metrics\Troubleshooting metric charts,Troubleshooting Azure Monitor metric charts,"Troubleshoot the issues with creating, customizing, or interpreting metric charts",azure-monitor,,vgorbenko,,,,azure-monitor,,,,conceptual,conceptual,4/23/2019,vitalyg,
api-alerts.md,platform,platform,platform\api-alerts.md,How-to guides,How-to guides\Automate\API,How-to guides,How-to guides\Automate\API\Alert API,Using Log Analytics Alert REST API,The Log Analytics Alert REST API allows you to create and manage alerts in Log Analytics which is part of Log Analytics.  This article provides details of the API and several examples for performing different operations.,log-analytics,'',bwren,carmonm,tysonn,628ad256-7181-4a0d-9e68-4ed60c0f3f04,log-analytics,infrastructure-services,na,,conceptual,conceptual,4/10/2018,bwren,
rest-api-walkthrough.md,platform,platform,platform\rest-api-walkthrough.md,How-to guides,How-to guides\Automate\API,How-to guides,How-to guides\Automate\API\Walkthrough using REST API,Azure Monitoring REST API walkthrough,How to authenticate requests and use the Azure Monitor REST API to retrieve available metric definitions and metric values.,azure-monitor,,rboucher,,,,azure-monitor,,,,conceptual,conceptual,3/19/2018,robb,
automate-with-logic-apps.md,app,app,app\automate-with-logic-apps.md,How-to guides,How-to guides\Automate\Applications,How-to guides,How-to guides\Automate\Applications\Automate with an Azure Logic App,Automate Azure Application Insights processes by using Logic Apps.,Learn how you can quickly automate repeatable processes by adding the Application Insights connector to your logic app.,application-insights,'',mrbullwinkle,carmonm,,,application-insights,tbd,ibiza,,conceptual,conceptual,3/11/2019,mbullwin,
automate-with-flow.md,app,app,app\automate-with-flow.md,How-to guides,How-to guides\Automate\Applications,How-to guides,How-to guides\Automate\Applications\Automate with Microsoft Flow,Automate Azure Application Insights processes with Microsoft Flow,Learn how you can use Microsoft Flow to quickly automate repeatable processes by using the Application Insights connector.,application-insights,'',mrbullwinkle,carmonm,,,application-insights,tbd,ibiza,,conceptual,conceptual,3/12/2019,mbullwin,
automate-custom-reports.md,app,app,app\automate-custom-reports.md,How-to guides,How-to guides\Automate\Applications,How-to guides,How-to guides\Automate\Applications\Custom email reports,Automate custom reports with Azure Application Insights data,Automate custom daily/weekly/monthly reports with Azure Application Insights data,application-insights,'',mrbullwinkle,carmonm,,,application-insights,tbd,ibiza,,conceptual,conceptual,5/20/2019,mbullwin,
cli-samples.md,platform,platform,platform\cli-samples.md,How-to guides,How-to guides\Automate,How-to guides,How-to guides\Automate\Azure CLI samples,Azure Monitor CLI quick start samples,"Sample CLI commands for Azure Monitor features. Azure Monitor is a Microsoft Azure service which allows you to send alert notifications, call web URLs based on values of configured telemetry data, and autoScale Cloud Services, Virtual Machines, and Web Apps.",azure-monitor,,rboucher,,,,azure-monitor,,,,conceptual,conceptual,5/16/2018,robb,
powershell.md,app,app,app\powershell.md,How-to guides,How-to guides\Automate\PowerShell\Applications,How-to guides,How-to guides\Automate\PowerShell\Applications\Create Application Insights resources,Automate Azure Application Insights with PowerShell | Microsoft Docs,"Automate creating resource, alert, and availability tests in PowerShell using an Azure Resource Manager template.",application-insights,'',mrbullwinkle,carmonm,,9f73b87f-be63-4847-88c8-368543acad8b,application-insights,tbd,ibiza,,conceptual,conceptual,6/4/2019,mbullwin,
powershell-script-create-resource.md,app,app,app\powershell-script-create-resource.md,How-to guides,How-to guides\Automate\PowerShell\Applications,How-to guides,How-to guides\Automate\PowerShell\Applications\Create resources,PowerShell script to create an Application Insights resource | Microsoft Docs,Automate creation of Application Insights resources.,application-insights,windows,mrbullwinkle,carmonm,,f0082c9b-43ad-4576-a417-4ea8e0daf3d9,application-insights,tbd,ibiza,,conceptual,conceptual,11/19/2016,mbullwin,
powershell-azure-diagnostics.md,app,app,app\powershell-azure-diagnostics.md,How-to guides,How-to guides\Automate\PowerShell\Applications,How-to guides,How-to guides\Automate\PowerShell\Applications\Get Azure diagnostics,Using PowerShell to setup Application Insights in an Azure  | Microsoft Docs,Automate configuring Azure Diagnostics to pipe to Application Insights.,application-insights,.net,mrbullwinkle,carmonm,,4ac803a8-f424-4c0c-b18f-4b9c189a64a5,application-insights,tbd,ibiza,,conceptual,conceptual,11/17/2015,mbullwin,
powershell-alerts.md,app,app,app\powershell-alerts.md,How-to guides,How-to guides\Automate\PowerShell\Applications,How-to guides,How-to guides\Automate\PowerShell\Applications\Set alerts,Use Powershell to set alerts in Application Insights | Microsoft Docs,Automate configuration of Application Insights to get emails about metric changes.,application-insights,'',mrbullwinkle,carmonm,,05d6a9e0-77a2-4a35-9052-a7768d23a196,application-insights,tbd,ibiza,,conceptual,conceptual,10/31/2016,mbullwin,
powershell-quickstart-samples.md,platform,platform,platform\powershell-quickstart-samples.md,How-to guides,How-to guides\Automate\PowerShell,How-to guides,How-to guides\Automate\PowerShell\Azure PowerShell samples,Azure Monitor PowerShell quick start samples,"Use PowerShell to access Azure Monitor features such as autoscale, alerts, webhooks and searching Activity logs.",azure-monitor,,rboucher,,,,azure-monitor,,,,conceptual,conceptual,2/14/2018,robb,
powershell-workspace-configuration.md,platform,platform,platform\powershell-workspace-configuration.md,How-to guides,How-to guides\Automate\PowerShell,How-to guides,How-to guides\Automate\PowerShell\PowerShell cmdlets,Use PowerShell to Create and Configure a Log Analytics Workspace | Microsoft Docs,Log Analytics workspaces in Azure Monitor store data from servers in your on-premises or cloud infrastructure. You can collect machine data from Azure storage when generated by Azure diagnostics.,log-analytics,,bwren,,,,log-analytics,,,powershell,conceptual,conceptual,5/19/2019,bwren,
template-workspace-configuration.md,platform,platform,platform\template-workspace-configuration.md,How-to guides,How-to guides\Automate,How-to guides,How-to guides\Automate\Resource Manager templates,Use Azure Resource Manager templates to Create and Configure a Log Analytics Workspace | Microsoft Docs,You can use Azure Resource Manager templates to create and configure Log Analytics workspaces.,log-analytics,'',mgoedtel,carmonm,'',d21ca1b0-847d-4716-bb30-2a8c02a606aa,log-analytics,na,na,,conceptual,conceptual,2/21/2019,magoedte,
data-sources-collectd.md,platform,platform,platform\data-sources-collectd.md,How-to guides,How-to guides\Collect data\Agent data sources,How-to guides,How-to guides\Collect data\Agent data sources\CollectD performance data,Collect data from CollectD in Azure Monitor | Microsoft Docs,CollectD is an open source Linux daemon that periodically collects data from applications and system level information.  This article provides information on collecting data from CollectD in Azure Monitor.,log-analytics,'',mgoedtel,carmonm,tysonn,f1d5bde4-6b86-4b8e-b5c1-3ecbaba76198,log-analytics,infrastructure-services,na,,conceptual,conceptual,11/27/2018,magoedte,
custom-fields.md,platform,platform,platform\custom-fields.md,How-to guides,How-to guides\Collect data\Agent data sources,How-to guides,How-to guides\Collect data\Agent data sources\Custom fields,Custom fields in Azure Monitor | Microsoft Docs,The Custom Fields feature of Azure Monitor allows you to create your own searchable fields from records in a Log Analytics workspace that add to the properties of a collected record.  This article describes the process to create a custom field and provides a detailed walkthrough with a sample event.,log-analytics,'',bwren,jwhit,tysonn,31572b51-6b57-4945-8208-ecfc3b5304fc,log-analytics,infrastructure-services,na,,conceptual,conceptual,3/29/2019,bwren,
data-sources-json.md,platform,platform,platform\data-sources-json.md,How-to guides,How-to guides\Collect data\Agent data sources,How-to guides,How-to guides\Collect data\Agent data sources\Custom JSON data,Collecting custom JSON data in Azure Monitor | Microsoft Docs,Custom JSON data sources can be collected into Azure Monitor using the Log Analytics Agent for Linux.  These custom data sources can be simple scripts returning JSON such as curl or one of FluentD's 300+ plugins. This article describes the configuration required for this data collection.,log-analytics,'',mgoedtel,carmonm,tysonn,f1d5bde4-6b86-4b8e-b5c1-3ecbaba76198,log-analytics,infrastructure-services,na,,conceptual,conceptual,11/28/2018,magoedte,
data-sources-custom-logs.md,platform,platform,platform\data-sources-custom-logs.md,How-to guides,How-to guides\Collect data\Agent data sources,How-to guides,How-to guides\Collect data\Agent data sources\Custom logs,Collect custom logs in Azure Monitor | Microsoft Docs,Azure Monitor can collect events from text files on both Windows and Linux computers.  This article describes how to define a new custom log and details of the records they create in Azure Monitor.,log-analytics,'',bwren,carmonm,tysonn,aca7f6bb-6f53-4fd4-a45c-93f12ead4ae1,log-analytics,infrastructure-services,na,,conceptual,conceptual,6/19/2019,bwren,
